SINGLE SHOT FROM SCRATCH

mean: tensor([0.8116, 0.7858, 0.7380])
std: tensor([0.2730, 0.2863, 0.3374])

lr=0.01 e=0: train acc 0.17012448608875275 | val acc 0.18289786577224731
lr=0.01 e=1: train acc 0.4392412602901459 | val acc 0.40142518281936646
lr=0.01 e=2: train acc 0.48666274547576904 | val acc 0.4821853041648865
lr=0.01 e=3: train acc 0.5815056562423706 | val acc 0.5320665240287781
lr=0.01 e=4: train acc 0.5951393246650696 | val acc 0.5676959753036499
lr=0.01 e=5: train acc 0.5489034056663513 | val acc 0.5463182926177979
lr=0.01 e=6: train acc 0.6526378393173218 | val acc 0.6175771951675415
lr=0.01 e=7: train acc 0.7053942084312439 | val acc 0.6365795731544495
lr=0.01 e=8: train acc 0.7314760088920593 | val acc 0.6555819511413574
lr=0.01 e=9: train acc 0.7403675317764282 | val acc 0.6674584746360779
lr=0.01 e=10: train acc 0.7670421004295349 | val acc 0.6603325605392456
lr=0.01 e=11: train acc 0.7913455963134766 | val acc 0.6722090840339661
lr=0.01 e=12: train acc 0.8393598198890686 | val acc 0.7197149991989136
lr=0.01 e=13: train acc 0.6579727530479431 | val acc 0.529691219329834
lr=0.01 e=14: train acc 0.9027860164642334 | val acc 0.7220903038978577
lr=0.01 e=15: train acc 0.9282751083374023 | val acc 0.7363420724868774
lr=0.01 e=16: train acc 0.8275044560432434 | val acc 0.6152019500732422
lr=0.01 e=17: train acc 0.7356253862380981 | val acc 0.5486935973167419
lr=0.01 e=18: train acc 0.9745110273361206 | val acc 0.7529691457748413
lr=0.01 e=19: train acc 0.9537641406059265 | val acc 0.7102137804031372
lr=0.01 e=20: train acc 0.9264968037605286 | val acc 0.7030879259109497
lr=0.01 e=21: train acc 0.8500296473503113 | val acc 0.6484560966491699
lr=0.01 e=22: train acc 0.9466509222984314 | val acc 0.6888361573219299
lr=0.01 e=23: train acc 0.9792531728744507 | val acc 0.7007126212120056
lr=0.01 e=24: train acc 0.8695909976959229 | val acc 0.6437054872512817
lr=0.01 e=25: train acc 0.9905157685279846 | val acc 0.7719715237617493
lr=0.01 e=26: train acc 0.9608773589134216 | val acc 0.6603325605392456
lr=0.01 e=27: train acc 0.9911085367202759 | val acc 0.7695962190628052
lr=0.01 e=28: train acc 0.9839953184127808 | val acc 0.7125890851020813
lr=0.01 e=29: train acc 0.9988145232200623 | val acc 0.7482185363769531
lr=0.01 e=30: train acc 0.9988145232200623 | val acc 0.7458432912826538
lr=0.01 e=31: train acc 0.9934796094894409 | val acc 0.7624703645706177
lr=0.01 e=32: train acc 0.9988145232200623 | val acc 0.7719715237617493
lr=0.01 e=33: train acc 0.9994072914123535 | val acc 0.7695962190628052
lr=0.01 e=34: train acc 0.9952579140663147 | val acc 0.7292161583900452
lr=0.01 e=35: train acc 0.998221755027771 | val acc 0.7553444504737854
lr=0.01 e=36: train acc 0.9940723776817322 | val acc 0.7790974378585815
lr=0.01 e=37: train acc 0.9988145232200623 | val acc 0.7482185363769531
lr=0.01 e=38: train acc 0.9964434504508972 | val acc 0.7767221331596375
lr=0.01 e=39: train acc 0.998221755027771 | val acc 0.7814727425575256
lr=0.01 e=40: train acc 0.9952579140663147 | val acc 0.7505938410758972
lr=0.01 e=41: train acc 0.9940723776817322 | val acc 0.7505938410758972
lr=0.01 e=42: train acc 0.9970362186431885 | val acc 0.7624703645706177
lr=0.01 e=43: train acc 0.9952579140663147 | val acc 0.764845609664917
lr=0.01 e=44: train acc 0.9893302321434021 | val acc 0.7292161583900452
lr=0.01 e=45: train acc 1.0 | val acc 0.7885985970497131
lr=0.01 e=46: train acc 0.998221755027771 | val acc 0.7719715237617493
lr=0.01 e=47: train acc 0.9994072914123535 | val acc 0.786223292350769
lr=0.01 e=48: train acc 1.0 | val acc 0.7743468284606934
lr=0.01 e=49: train acc 0.9988145232200623 | val acc 0.7553444504737854
lr=0.01 e=50: train acc 0.995850682258606 | val acc 0.7244656085968018
lr=0.03 e=0: train acc 0.09839952737092972 | val acc 0.11163896322250366
lr=0.03 e=1: train acc 0.33669236302375793 | val acc 0.315914511680603
lr=0.03 e=2: train acc 0.48073506355285645 | val acc 0.4679335057735443
lr=0.03 e=3: train acc 0.5210433006286621 | val acc 0.49406176805496216
lr=0.03 e=4: train acc 0.5992887020111084 | val acc 0.551068902015686
lr=0.03 e=5: train acc 0.5548310875892639 | val acc 0.5083135366439819
lr=0.03 e=6: train acc 0.6473029255867004 | val acc 0.6080760359764099
lr=0.03 e=7: train acc 0.710136353969574 | val acc 0.650831401348114
lr=0.03 e=8: train acc 0.6858328580856323 | val acc 0.6152019500732422
lr=0.03 e=9: train acc 0.7302904725074768 | val acc 0.6603325605392456
lr=0.03 e=10: train acc 0.7860106825828552 | val acc 0.7125890851020813
lr=0.03 e=11: train acc 0.7682276368141174 | val acc 0.6983373165130615
lr=0.03 e=12: train acc 0.8138707876205444 | val acc 0.7220903038978577
lr=0.03 e=13: train acc 0.7800830006599426 | val acc 0.7054632306098938
lr=0.03 e=14: train acc 0.8601067066192627 | val acc 0.7173396944999695
lr=0.03 e=15: train acc 0.8405453562736511 | val acc 0.6935867071151733
lr=0.03 e=16: train acc 0.8719620704650879 | val acc 0.6912114024162292
lr=0.03 e=17: train acc 0.9235329627990723 | val acc 0.7197149991989136
lr=0.03 e=18: train acc 0.8974511027336121 | val acc 0.7054632306098938
lr=0.03 e=19: train acc 0.760521650314331 | val acc 0.6080760359764099
lr=0.03 e=20: train acc 0.9098992347717285 | val acc 0.7125890851020813
lr=0.03 e=21: train acc 0.9122703671455383 | val acc 0.7410926818847656
lr=0.03 e=22: train acc 0.8956727981567383 | val acc 0.7030879259109497
lr=0.03 e=23: train acc 0.9573207497596741 | val acc 0.7102137804031372
lr=0.03 e=24: train acc 0.9436870813369751 | val acc 0.7339667677879333
lr=0.03 e=25: train acc 0.9703616499900818 | val acc 0.7529691457748413
lr=0.03 e=26: train acc 0.9875519275665283 | val acc 0.7600950598716736
lr=0.03 e=27: train acc 0.9751037955284119 | val acc 0.7220903038978577
lr=0.03 e=28: train acc 0.9745110273361206 | val acc 0.7220903038978577
lr=0.03 e=29: train acc 0.954949676990509 | val acc 0.7054632306098938
lr=0.03 e=30: train acc 0.9940723776817322 | val acc 0.786223292350769
lr=0.03 e=31: train acc 0.9893302321434021 | val acc 0.7814727425575256
lr=0.03 e=32: train acc 0.9851808547973633 | val acc 0.7197149991989136
lr=0.03 e=33: train acc 0.9976289868354797 | val acc 0.786223292350769
lr=0.03 e=34: train acc 0.9928868412971497 | val acc 0.7814727425575256
lr=0.03 e=35: train acc 0.9751037955284119 | val acc 0.7315914630889893
lr=0.03 e=36: train acc 0.9887374639511108 | val acc 0.7957245111465454
lr=0.03 e=37: train acc 0.9946651458740234 | val acc 0.8028503656387329
lr=0.03 e=38: train acc 0.9762893319129944 | val acc 0.7244656085968018
lr=0.03 e=39: train acc 0.9970362186431885 | val acc 0.7814727425575256
lr=0.03 e=40: train acc 0.9691761136054993 | val acc 0.7268409132957458
lr=0.03 e=41: train acc 0.9946651458740234 | val acc 0.7885985970497131
lr=0.03 e=42: train acc 0.995850682258606 | val acc 0.8076009750366211
lr=0.03 e=43: train acc 0.9917013049125671 | val acc 0.783847987651825
lr=0.03 e=44: train acc 0.9946651458740234 | val acc 0.7814727425575256
lr=0.03 e=45: train acc 0.9934796094894409 | val acc 0.7814727425575256
lr=0.03 e=46: train acc 0.9970362186431885 | val acc 0.8004751205444336
lr=0.03 e=47: train acc 0.9917013049125671 | val acc 0.8123515844345093
lr=0.03 e=48: train acc 0.998221755027771 | val acc 0.7933492064476013
